User-ID,Favorite_Main_Genres,Favorite_Sub_Genres,Favorite_Authors,Average_Rating_Given,Number_of_Books_Rated,Highest_Rated_Genres,Reading_Diversity,Most_Frequently_Read_Genres
1597,Children's Books,Literature & Fiction,Wonder House Books,3.5,1,Children's Books,1,Children's Books
1608,"Children's Books|Crime, Thriller & Mystery",History|Thrillers and Suspense|Growing Up & Facts of Life,Wonder House Books|Akshat Gupta|Jeff Kinney,4.333333333333333,3,"Crime, Thriller & Mystery|Children's Books",2,"Children's Books|Crime, Thriller & Mystery"
1617,Exam Preparation,Professional Certification Exams,"Deepali Pradeep Shrivastava , Sushil Singh , Sanjeev Dixit , Rajeev Pandey ",3.5,1,Exam Preparation,1,Exam Preparation
1619,Children's Books,"Fantasy, Science Fiction & Horror|Reference",J.K. Rowling|Team Pegasus,4.0,2,Children's Books,1,Children's Books
1650,Business & Economics,Industries,Ram Charan,5.0,1,Business & Economics,1,Business & Economics
1652,Exam Preparation|Business & Economics|Children's Books,Medical Entrance|Industries|Humour,PARTH GOYAL|Ashlee Vance|Liz Pichon,3.5,3,Business & Economics|Children's Books|Exam Preparation,3,Exam Preparation|Business & Economics|Children's Books
1660,"Arts, Film & Photography|Crafts, Home & Lifestyle","Cinema & Broadcast|Handicrafts, Decorative Arts & Crafts",Maharani Gayatri|Editors of Reader's Digest,3.0,2,"Arts, Film & Photography|Crafts, Home & Lifestyle",2,"Arts, Film & Photography|Crafts, Home & Lifestyle"
1661,Children's Books,Money & Jobs,Dr. Seuss,3.5,1,Children's Books,1,Children's Books
1674,Exam Preparation|Children's Books|Religion,Jainism|Polytechnics & ITI|Geography & Cultures,Pravin K. Shah|Priyam Tayal-Pawan kumar Gupta- Pradyumna Kumar|Wonder House Books,4.3125,8,Children's Books|Sports|Exam Preparation,6,Exam Preparation|Children's Books|Religion
1706,Law,Tax Law,Taxmann,5.0,1,Law,1,Law
1718,"Computing, Internet & Digital Media",Programming & Software Development,Narasimha Karumanchi,4.0,1,"Computing, Internet & Digital Media",1,"Computing, Internet & Digital Media"
1725,Children's Books,"Humour|Cars, Trains & Things That Go",B. J. Novak|Wonder House Books,4.25,2,Children's Books,1,Children's Books
1733,Romance|Literature & Fiction|Medicine & Health Sciences,Mafia Romance|Research|Contemporary,Chinmay Tumbe|AHILA ISAAC|Ana Huang,4.1923076923076925,13,"Children's Books|Romance|Fantasy, Horror & Science Fiction",8,Romance|Literature & Fiction|Medicine & Health Sciences
1759,Sports,"Pool, Billiards & Snooker",Blonde beauty cosplay photo studio Ai,4.0,1,Sports,1,Sports
1768,Exam Preparation,Polytechnics & ITI,"Sanjeev Dixit Dr. Ajay Kumar , Nirmal Pandey ",5.0,1,Exam Preparation,1,Exam Preparation
1773,Business & Economics,Industries,Ram Charan,4.5,1,Business & Economics,1,Business & Economics
1790,Children's Books,Crime & Thriller,Lena Jones,4.0,1,Children's Books,1,Children's Books
1797,"Crafts, Home & Lifestyle",Lifestyle & Personal Style Guides,Alex Bond,3.5,1,"Crafts, Home & Lifestyle",1,"Crafts, Home & Lifestyle"
1803,Business & Economics,Industries,Ashlee Vance,4.5,1,Business & Economics,1,Business & Economics
1805,Children's Books,Interactive & Activity Books,Wonder House Books,4.5,1,Children's Books,1,Children's Books
1812,Literature & Fiction|Children's Books,Classic Fiction|Picture Books,Oscar Wilde|Dreamland Publications,4.25,2,Literature & Fiction|Children's Books,2,Literature & Fiction|Children's Books
1829,Children's Books,Literature & Fiction,Wonder House Books,3.0,1,Children's Books,1,Children's Books
1830,Children's Books,Growing Up & Facts of Life,Cori Doerrfeld,3.5,1,Children's Books,1,Children's Books
1848,"Children's Books|Health, Family & Personal Development|Comics & Mangas",Personal Transformation|Comics|Humour,Wonder House Books|Jeff Kinney|B. J. Novak,4.285714285714286,14,"Computing, Internet & Digital Media|Children's Books|Arts, Film & Photography",8,"Children's Books|Health, Family & Personal Development|Comics & Mangas"
1863,Children's Books,Animals & Pets,Eric Carle,4.5,1,Children's Books,1,Children's Books
1898,Children's Books,Money & Jobs,Medi Houghton,4.0,1,Children's Books,1,Children's Books
1901,Children's Books,Picture Books,Eric Carle,5.0,1,Children's Books,1,Children's Books
1903,Children's Books|Romance|Exam Preparation,"Fairy Tales, Folk Tales & Myths|Literature & Fiction|Multicultural & Interracial",Sudha Murty|Maple Press|Macy T. Riosa,4.4,10,"Children's Books|Exam Preparation|Fantasy, Horror & Science Fiction",5,Children's Books|Romance|Exam Preparation
1921,Children's Books,Holidays & Celebrations,Alice Schertle,4.0,1,Children's Books,1,Children's Books
1928,"Business & Economics|Religion|Crafts, Home & Lifestyle",Industries|Jainism|Games & Quizzes,Joy Bhattacharjya|Acharya Mahapragya|Jeremy Silman,4.0,5,Business & Economics|Exam Preparation|Religion,5,"Business & Economics|Religion|Crafts, Home & Lifestyle"
1933,Exam Preparation,Polytechnics & ITI,"Sanjeev Dixit Dr. Ajay Kumar , Nirmal Pandey ",4.0,1,Exam Preparation,1,Exam Preparation
1937,Medicine & Health Sciences,Reference,Karen Kenyon MRes  BSc (Hons)  BA (Hons)  MCSP,3.5,1,Medicine & Health Sciences,1,Medicine & Health Sciences
1949,Children's Books,"Education & Reference|Fantasy, Science Fiction & Horror",Wonder House Books|J.K. Rowling,4.0,2,Children's Books,1,Children's Books
2010,"Children's Books|Literature & Fiction|Arts, Film & Photography",Literature & Fiction|Fantasy|Poetry,Dipavali Sen|J.K. Rowling|Harivansh Rai Bachchan,4.3,5,Literature & Fiction|Children's Books|Sports,4,"Children's Books|Literature & Fiction|Arts, Film & Photography"
2012,"Computing, Internet & Digital Media|Health, Family & Personal Development|Fantasy, Horror & Science Fiction",Programming & Software Development|Self-Help|Horror,Berg Craig|STUTI CHANGLE|Jonathan Sims,4.0,8,"Health, Family & Personal Development|Literature & Fiction|Children's Books",7,"Computing, Internet & Digital Media|Health, Family & Personal Development|Fantasy, Horror & Science Fiction"
2030,Higher Education Textbooks|Business & Economics,Business & Finance|Analysis & Strategy,"G.Shainesh Philip Kotler, Kevin lane Keller, Alexander Chernev, Jagdish N. Sheth|Benjamin Graham",5.0,2,Business & Economics|Higher Education Textbooks,2,Higher Education Textbooks|Business & Economics
2033,Children's Books|Literature & Fiction|Comics & Mangas,"Science, Nature & Technology|Myths, Legends & Sagas|Crafts, Hobbies & Practical Interests",Munshi Premchand|Gege Akutami|Ruchi Singh,4.291666666666667,24,"Biographies, Diaries & True Accounts|Business & Economics|Children's Books",14,Children's Books|Literature & Fiction|Comics & Mangas
2041,Children's Books|Sports,"Money & Jobs|Pool, Billiards & Snooker",Dan Green|Ronnie O'Sullivan,3.75,2,Sports|Children's Books,2,Children's Books|Sports
2087,"Health, Family & Personal Development",Personal Transformation,James Clear,5.0,1,"Health, Family & Personal Development",1,"Health, Family & Personal Development"
2089,Higher Education Textbooks,Social Sciences,Ernesto ‘Che’ Guevara,5.0,1,Higher Education Textbooks,1,Higher Education Textbooks
2090,"Romance|Computing, Internet & Digital Media|Literature & Fiction",Paranormal|Computer Science|Humour,Caroline Peckham|Shashank Johari|Robert Greene,4.2,5,"Medicine & Health Sciences|Crafts, Home & Lifestyle|Literature & Fiction",5,"Romance|Computing, Internet & Digital Media|Literature & Fiction"
2099,Children's Books,Picture Books,Dreamland Publications,4.0,1,Children's Books,1,Children's Books
2103,Sports|Higher Education Textbooks|Literature & Fiction,Social Sciences|Softball|Sporting Events & Organisations,Chitra Banerjee Divakaruni|Champ JKFan|Simon Lister,4.6,5,Children's Books|Sports|Higher Education Textbooks,4,Sports|Higher Education Textbooks|Literature & Fiction
2104,Children's Books,Growing Up & Facts of Life,Jeff Kinney,4.0,1,Children's Books,1,Children's Books
2106,Literature & Fiction|Children's Books,"Humour|Family, Personal & Social Issues",Liz Pichon|Hannah Gold,3.75,2,Literature & Fiction|Children's Books,2,Literature & Fiction|Children's Books
2108,Children's Books,Growing Up & Facts of Life,Cori Doerrfeld,4.5,1,Children's Books,1,Children's Books
2110,Children's Books|Sports|Comics & Mangas,"Combat Sports & Self-Defence|Comics|Crafts, Hobbies & Practical Interests",Wonder House Books|PRAN KUMAR SHARMA|Zack Zombie,4.5,26,Comics & Mangas|Society & Social Sciences|Religion,9,Children's Books|Sports|Comics & Mangas
2115,School Books,International School Boards,Oswaal Editorial Board,3.5,1,School Books,1,School Books
2127,Higher Education Textbooks,Social Sciences,Ernesto ‘Che’ Guevara,4.0,1,Higher Education Textbooks,1,Higher Education Textbooks
2132,Children's Books,Language Learning,Wonder House Books,4.0,1,Children's Books,1,Children's Books
2134,School Books|Children's Books,International School Boards|Religion,Helen Reynolds|Devdutt Pattanaik,4.25,2,Children's Books|School Books,2,School Books|Children's Books
2136,"Fantasy, Horror & Science Fiction",Fantasy,Wilbur Smith|Saksham Garg,4.0,2,"Fantasy, Horror & Science Fiction",1,"Fantasy, Horror & Science Fiction"
2139,"Computing, Internet & Digital Media|Higher Education Textbooks",Programming & Software Development|Computer Science,Eric Matthes|R. Nageswara Rao,4.5,2,"Higher Education Textbooks|Computing, Internet & Digital Media",2,"Computing, Internet & Digital Media|Higher Education Textbooks"
2152,Children's Books|Law,Money & Jobs|Tax Law,Dr. Seuss|CA. KAMAL GARG,3.5,2,Children's Books|Law,2,Children's Books|Law
2169,Children's Books,Religion,Maple Press,3.5,1,Children's Books,1,Children's Books
2172,"Arts, Film & Photography",Theater & Ballet,Samuel Beckett,4.5,1,"Arts, Film & Photography",1,"Arts, Film & Photography"
2179,Business & Economics|Exam Preparation|Law,Industries|Professional Certification Exams|Tax Law,Ashlee Vance|Shivani Dogra|Taxmann,4.3,5,"Business & Economics|Computing, Internet & Digital Media|Exam Preparation",5,Business & Economics|Exam Preparation|Law
2183,Children's Books,Growing Up & Facts of Life,Aditi Gupta,4.5,1,Children's Books,1,Children's Books
2198,Law,Tax Law,Taxmann,5.0,1,Law,1,Law
2204,"Crafts, Home & Lifestyle",Games & Quizzes,Wonder House Books,4.5,1,"Crafts, Home & Lifestyle",1,"Crafts, Home & Lifestyle"
2250,"Health, Family & Personal Development",Personal Transformation,Robin Sharma,4.0,1,"Health, Family & Personal Development",1,"Health, Family & Personal Development"
2253,Children's Books,Education & Reference,NCERT,4.0,1,Children's Books,1,Children's Books
2255,Children's Books|History,"Literature & Fiction|Fantasy, Science Fiction & Horror|Ancient",Sudha Murty|J.K. Rowling|Aristotle,3.6666666666666665,3,Children's Books|History,2,Children's Books|History
2268,Children's Books,Animals & Pets,Eric Carle,4.5,1,Children's Books,1,Children's Books
2271,"Health, Family & Personal Development",Personal Transformation,Robin Sharma,5.0,1,"Health, Family & Personal Development",1,"Health, Family & Personal Development"
2275,Literature & Fiction,"Myths, Legends & Sagas",Compiled by Maple Press,4.0,1,Literature & Fiction,1,Literature & Fiction
2276,"Children's Books|Higher Education Textbooks|Computing, Internet & Digital Media","Fantasy, Science Fiction & Horror|Business & Finance|Mysteries & Curiosities",Wonder House Books|J.K. Rowling|Om Books Editorial Team,4.13,50,"Comics & Mangas|Language, Linguistics & Writing|Exam Preparation",16,"Children's Books|Higher Education Textbooks|Computing, Internet & Digital Media"
2281,Comics & Mangas,Comics,Thindiath,4.5,1,Comics & Mangas,1,Comics & Mangas
2283,Literature & Fiction,Poetry,Gulzar,4.0,1,Literature & Fiction,1,Literature & Fiction
2287,Romance,Small Town Romance,Evelyn Adams,3.5,1,Romance,1,Romance
2288,"Literature & Fiction|Computing, Internet & Digital Media|Health, Family & Personal Development","Fantasy, Horror & Science Fiction|Network Administration|Self-Help","Kanan Gill|Carl L. Pritchard, PMP, PMI-RMP, EVP|Dale Carnegie",4.357142857142857,7,"Arts, Film & Photography|Crafts, Home & Lifestyle|Health, Family & Personal Development",7,"Literature & Fiction|Computing, Internet & Digital Media|Health, Family & Personal Development"
2292,Higher Education Textbooks,Engineering Textbooks,Mustafa Suleyman,4.0,1,Higher Education Textbooks,1,Higher Education Textbooks
2308,Children's Books,Growing Up & Facts of Life,Aditi Gupta,4.0,1,Children's Books,1,Children's Books
2313,Children's Books|Business & Economics|Religion,Humour|Islam|Industries,Jeff Kinney|Mufti Muhammad Taqi Usmaani|Gene Kim,4.4,5,Children's Books|Religion|Business & Economics,3,Children's Books|Business & Economics|Religion
2324,Literature & Fiction,Classic Fiction,Kahlil Gibran,4.0,1,Literature & Fiction,1,Literature & Fiction
2326,Children's Books,Education & Reference|Humour,Liz Pichon|Wonder House Books|NCERT,3.625,4,Children's Books,1,Children's Books
2333,"Children's Books|Fantasy, Horror & Science Fiction|Romance",Interactive & Activity Books|Horror|Science Fiction,Wonder House Books|Ashley Poston|Ivy Barrett,4.0,4,"Children's Books|Engineering|Fantasy, Horror & Science Fiction",4,"Children's Books|Fantasy, Horror & Science Fiction|Romance"
2337,Children's Books|Exam Preparation|Literature & Fiction,Medical Entrance|Geography & Cultures|Literature & Fiction,Wonder House Books|Dr. Vipin Kumar Sharma|Cocomelon,4.166666666666667,6,Exam Preparation|Children's Books|Literature & Fiction,3,Children's Books|Exam Preparation|Literature & Fiction
2354,Exam Preparation,Medical Entrance,"Sudhanshu Kumar PW, Subhash Azad, Anurag Pareek",5.0,1,Exam Preparation,1,Exam Preparation
2357,Exam Preparation,Polytechnics & ITI,Priyam Tayal-Pawan kumar Gupta- Pradyumna Kumar,4.0,1,Exam Preparation,1,Exam Preparation
2358,"Business & Economics|Computing, Internet & Digital Media|Society & Social Sciences",Industries|Computer Science|Social Welfare & Social Services,Joy Bhattacharjya|Chen Qiufan|Hari Chetan,4.142857142857143,7,"Comics & Mangas|Society & Social Sciences|Health, Family & Personal Development",7,"Business & Economics|Computing, Internet & Digital Media|Society & Social Sciences"
2366,Exam Preparation,"Arts, Design and Education Exams",RPH Editorial Board,4.0,1,Exam Preparation,1,Exam Preparation
2375,Children's Books,Education & Reference,NCERT,4.5,1,Children's Books,1,Children's Books
2385,Literature & Fiction,"Myths, Legends & Sagas|Poetry",Saksham Garg|Harivansh Rai Bachchan,3.25,2,Literature & Fiction,1,Literature & Fiction
2386,Exam Preparation,Medical Entrance,ALLEN Expert Faculties,3.0,1,Exam Preparation,1,Exam Preparation
2388,Children's Books,Literature & Fiction,Wonder House Books,3.0,1,Children's Books,1,Children's Books
2395,Children's Books,"Crafts, Hobbies & Practical Interests",Team Pegasus,3.0,1,Children's Books,1,Children's Books
2399,Religion|History,Islam|Ancient,Umera Ahmad|Sanjeev Sanyal,4.25,2,History|Religion,2,Religion|History
2437,"Fantasy, Horror & Science Fiction",Fantasy,Amish Tripathi,3.5,1,"Fantasy, Horror & Science Fiction",1,"Fantasy, Horror & Science Fiction"
2439,Romance,Multicultural & Interracial,Eva  Winners,5.0,1,Romance,1,Romance
2442,Business & Economics,Analysis & Strategy,PhD Robert B. Cialdini,4.0,1,Business & Economics,1,Business & Economics
2466,Children's Books,"Crafts, Hobbies & Practical Interests|Fantasy",Team Pegasus|Rick Riordan,4.75,2,Children's Books,1,Children's Books
2481,Literature & Fiction,"Fantasy, Horror & Science Fiction",Andy Weir,4.0,1,Literature & Fiction,1,Literature & Fiction
2482,Higher Education Textbooks,Social Sciences,Neil deGrasse Tyson,3.5,1,Higher Education Textbooks,1,Higher Education Textbooks
2484,Children's Books,Interactive & Activity Books,Wonder House Books,3.5,1,Children's Books,1,Children's Books
2503,Children's Books,Traditional Stories,Maple Press,3.5,1,Children's Books,1,Children's Books
2529,Children's Books,Language Learning,Wonder House Books,4.5,1,Children's Books,1,Children's Books
2545,"Arts, Film & Photography",Music,ABRSM Publication,4.5,1,"Arts, Film & Photography",1,"Arts, Film & Photography"
2552,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Peter Lynch,3.5,1,"Biographies, Diaries & True Accounts",1,"Biographies, Diaries & True Accounts"
2559,Exam Preparation,Medical Entrance,Dr. Vipin Kumar Sharma,3.5,1,Exam Preparation,1,Exam Preparation
2565,Children's Books,Historical Fiction,Team Pegasus,5.0,1,Children's Books,1,Children's Books
2569,Children's Books,Growing Up & Facts of Life,Cori Doerrfeld,4.0,1,Children's Books,1,Children's Books
2578,Children's Books|Sports,"Cars, Trains & Things That Go|Combat Sports & Self-Defence",Alice Schertle|Clint Emerson,3.75,2,Children's Books|Sports,2,Children's Books|Sports
